idle_drivers,on_road_drivers,pickup_drivers,responding_drivers,pending_customers,avg_rejections_before_accepted,moving_drivers,mean_error
0.27353098588552344,0.07840203360337136,0.03828247027673693,0.21225728292544244,0.24543034026471117,0.18696896913064273,0.10661342455057167,0.16306935809099993
0.11132153061903878,0.12157498752169259,0.023517910373940153,0.18834435621163223,0.23010222361880547,0.14291575312860366,0.072313489638482,0.12715575015888497
0.08714684053116788,0.15226768316472042,0.0329281498888268,0.11500586251181379,0.14587705578599897,0.14661182327804625,0.0696641469463636,0.10707165172956253
0.12428085429836928,0.15314543294733676,0.03909541636236941,0.11205724523747972,0.14288865579606883,0.1960008086375687,0.08934205793183388,0.12240149588728952
0.12257099619509418,0.15603292462740337,0.04040401495287798,0.09206503961999944,0.06974083218121829,0.199013083182408,0.1055022927208439,0.1121898833542636
0.11726805826984484,0.1450431058156541,0.013999124524727206,0.02845306127109728,0.011021606403439011,0.21574498510947437,0.16794755321847316,0.09992535637324426
0.12722632950695517,0.17039214836763125,0.014057368048202202,0.1435010754204453,0.14260421918422916,0.2068505795587895,0.17635716170592938,0.14014126882745456
0.037611754101843656,0.21528986636328443,0.018183842123061244,0.10734889095017887,0.1579112994964659,0.22236553720525268,0.18887553876650137,0.13536953271522686
0.04735715268870858,0.22591582343553537,0.03151815478524532,0.0768145847136525,0.10344398964758814,0.23874059205009476,0.2056657605252928,0.13277943683515964
0.05370027230733198,0.22199716616701587,0.03646188258189811,0.16696826290599806,0.20822985999204238,0.2619465831046563,0.2212492541051976,0.16722189730916287
0.07959891728053707,0.2487409448099688,0.02854339946669804,0.06635241350457526,0.10029191844416714,0.2765167735639886,0.23096850914487527,0.1472875537449729
0.018589096333664852,0.21362494701601872,0.02035334638260746,0.10976985025098082,0.15481229406748892,0.2887049443252617,0.2333523845244127,0.14845812327149074
0.07062222132324757,0.1980353798029637,0.01760315367739795,0.058511340849029675,0.10282907003561821,0.270161639502655,0.2295014097823692,0.13532345928189732
0.051471787508982604,0.19133015308310572,0.003476020136475697,0.20012129047150992,0.2670753213917738,0.2329009424579876,0.2742891108122206,0.17438066083743659
0.10538489175562751,0.1944616738351154,0.018889264680270558,0.10474109020813802,0.16430749203147324,0.3223103691678465,0.26556916564734784,0.167951992475117
0.08658875091644483,0.20817760528851173,0.04062439868095977,0.012015035697193553,0.010020166235727195,0.30986513218562306,0.25780828851173815,0.13215705393088545
0.11548710523204356,0.20983961846191077,0.0180012880077378,0.029996973304646082,0.01947244536970459,0.30200040142071566,0.30448723912709724,0.1427550101319794
0.09513587979172806,0.22278392676103784,0.019075138579454174,0.02638971194959552,0.08504958559700271,0.2928268603065309,0.35338458737297784,0.15637795576547528
0.0496624708580214,0.21246245556923898,0.011348816523231347,0.03718832849849117,0.09875178999505042,0.3055102433705204,0.3517543533093956,0.1523826368748499
0.07584277766543245,0.1904772410672813,0.03200907909166339,0.1451210655890731,0.22103977300411837,0.3063439939375154,0.3514914633493083,0.188903627672056
0.24753241112680832,0.15347446535721124,0.07151911213910704,0.08122263390678322,0.09275562027767995,0.28447491738331115,0.2998130259591576,0.17582745516429407
0.138865138347812,0.21241520356982269,0.13476139610355503,0.119791400961862,0.15520774388230663,0.30971251045798764,0.2074490869873363,0.18260035433009744
0.1318683154056745,0.19824113083014175,0.08817384081060535,0.14435640748425305,0.19157736015670637,0.2819947710025154,0.15454224822629586,0.17010772484517034
0.2531399545449842,0.13653177520858018,0.04540288884558083,0.026041592694614226,0.061142121577097655,0.21874997668773297,0.14149668541705535,0.12607214213937792
0.22407645084979935,0.13773431552979493,0.01917823181360295,0.0006741671326449466,0.017653115064502387,0.1792143514264168,0.14480225721394596,0.10333326986152962
0.1971019571054184,0.1301575982139814,0.005641940154926343,0.02138268047337476,0.11764887596155763,0.1522632859731782,0.20463367219314815,0.11840428715365496
0.10501422507008257,0.14331005835252844,0.0469215070766718,0.040215949023762354,0.08956125865918681,0.1165442042819154,0.20805581061670214,0.10708900186869277
0.09159646343023806,0.1524806269890898,0.06077188970022303,0.1532051614384119,0.21985384373776182,0.10303605482139706,0.2053850290374695,0.14090415273637016
