rides_in_progress,rides_completed,avg_surge_multiplier,avg_expected_price,avg_real_price,avg_diff_price,mean_error
0.042692457538358125,0.015620186723252522,0.09343893365176946,0.20574297663897012,0.008318020085153269,0.14846708036069742,0.0857132758330335
0.07303766191929978,0.19329955557875914,0.25988580163399555,0.20026060945510746,0.018426274706080215,0.1341054492285312,0.14650255875362891
0.07910618372739674,0.019360992345471825,0.29358071023166954,0.12425108517846446,0.08896654963489933,0.10237611963328441,0.11794027345853107
0.06994405922650268,0.08747317290051837,0.325174171572599,0.17158111108065532,0.03593499738029451,0.08588773149058342,0.12933254060852553
0.055506914263249926,0.01740162001835038,0.3497303517797715,0.07955996181522323,0.118538844713304,0.05621741625901778,0.11282585147481948
0.010857185726303164,0.09034756252355454,0.36427571731863895,0.038079440729819544,0.14149617114600999,0.0274796397491645,0.1120892861989151
0.03864244773097937,0.013945063203133467,0.3706805127042931,0.0882889249734326,0.08891581785135315,0.033926150596567596,0.10573315284329321
0.09295072312880087,0.3301096523883567,0.37232455049296265,0.10062528033736672,0.0785477245850993,0.048304859695836595,0.1704771317714038
0.11095331525492115,0.008369037688994501,0.37012987802957037,0.24887827169904514,0.05285769199713091,0.1039377211791479,0.1491876526414683
0.1148368009890759,0.00410833065134598,0.3643293988837854,0.22313485063898256,0.0370033118561156,0.11043224165213868,0.14230748911190735
0.10362509333427553,0.10695129515980932,0.3566427302684382,0.052087437387815856,0.09561537959037827,0.06448222064758016,0.12990069273138288
0.06477631110399135,0.11201836739997846,0.3493990142776698,0.0372088861933105,0.16643946393459208,0.048827443104338376,0.12977824766898008
0.07168851335647428,0.010738585420698032,0.34415852420498355,0.1041461462464454,0.21251610023539402,0.02810639905134557,0.1285590447525568
0.05202418479194367,0.12136253491186962,0.34131542096764994,0.1297285857521271,0.22843248767095314,0.02128057830228281,0.14902396539947105
0.043196369975700574,0.019070415321869177,0.340414102160859,0.1286587545129637,0.2178112055695023,0.013908640378035214,0.12717658131982165
0.033743640506903226,0.02225328858756602,0.3406352064421609,0.09208466469922331,0.19019542893932018,0.03019986184683889,0.11818534850366876
0.00013560144185244025,0.024680357555714266,0.3411823331931624,0.0343632948473694,0.14559654639421513,0.05196756305888079,0.0996542827485324
0.021433232757557808,0.13247775863012062,0.34148507597353844,0.12860174772978342,0.018218162168193382,0.11178193212903935,0.12566631823137217
0.04197535601483373,0.027142800392606286,0.34124983378156704,0.08784290722663285,0.06388937917389433,0.10944800959944301,0.11192471436482954
