idle_drivers,on_road_drivers,pickup_drivers,responding_drivers,pending_customers,avg_rejections_before_accepted,moving_drivers,mean_error
0.2537211160755745,0.07174232540349602,0.027056384477137405,0.23840160496910126,0.25791373418650004,0.05482166888525839,0.14376983538798654,0.14963238134072204
0.21805041803981728,0.04218430514579935,0.0636308710166039,0.12594442172048304,0.15137847851527558,0.22120174436985937,0.1786177287293532,0.1430011382195988
0.12102524267797166,0.05402829920606117,0.06777962284994654,0.04669993478384757,0.05940523897499985,0.19356550043103193,0.19922577110415662,0.10596137286114504
0.20304424361642742,0.06561547661775229,0.07995096510321201,0.02404191849670179,0.10518195548210763,0.0990330799946904,0.20546343288306368,0.11176158174199359
0.13931002425961078,0.04074523235153115,0.10948572694529385,0.0544063499260847,0.019376049247025972,0.014953088475359812,0.1448099595929058,0.07472663297111601
0.1528682695131171,0.05662160863322526,0.13663725627682122,0.0011855745615045967,0.0018083538028807224,0.06089604678362232,0.13025447822312514,0.07718165539918519
0.13270270598475864,0.009030186375397589,0.09039665468662579,0.00967690063224263,0.05861393034260449,0.09979659245039374,0.11551413038390095,0.07367587155084625
0.1938097287260047,0.04776668152782365,0.04691393908947891,0.16211557730516313,0.2606730962557674,0.09364113022605909,0.15591781330361243,0.13726256663341563
0.17875244734292672,0.08184834369161414,0.0833611595451719,0.090633705615471,0.18398505764744316,0.10106507582034126,0.1493165105104734,0.12413747145334882
0.08034502643753255,0.10154677244605526,0.08137274166307397,0.260048649135477,0.319133534240624,0.15814188564932347,0.09573494115859353,0.15661765010438283
0.11622159052419329,0.06821846313432944,0.03706867908290325,0.09894512841952374,0.18736391369569771,0.11706976511253399,0.0973737859226837,0.10318018941312358
0.09589360272571318,0.016413968985127796,0.008223331346128225,0.03793474209071229,0.16729029034820792,0.0970206426057529,0.09950783383363075,0.07461205884789615
0.21582696986514893,0.029457264129690453,0.04064716463567483,0.16308367359192968,0.06322845145550034,0.07599322947812986,0.10131549518970183,0.09850746404939657
0.21249782642032758,0.021682397898055608,0.0012489154780014095,0.21842071246035263,0.18253426656509736,0.08499736946809973,0.155374460525261,0.12525084983074222
0.13597814850058182,0.0179197042434031,0.022116328037719436,0.01423383362552648,0.0769119305492076,0.07995300372422116,0.20967593130512124,0.07954126856939726
0.20491986932836126,0.025211230646636232,0.01441905504383545,0.13558409567884724,0.09220025352068723,0.0705834563601359,0.21206806592816724,0.10785514664381009
0.2264291939834822,0.023368459468901877,0.03726755670885166,0.14225054286793298,0.15324676912405552,0.10185628332449886,0.2150054277675583,0.12848917617789735
0.3215520862753149,0.01233093768769296,0.03172332919601858,0.10156988991581861,0.0008181902790152487,0.1196784977845996,0.21838316543583133,0.11515087093918445
0.24844855785411182,0.01022568141169741,0.02720100339365081,0.1090807177573553,0.0063258342864312665,0.11365078957921361,0.22202215293080393,0.10527924817332346
0.24871141341082237,0.009982983906442108,0.06779453012867423,0.021003721264222678,0.040381759106533736,0.1204965503629261,0.22573963252591983,0.104872941529363
0.01096079390016515,0.045907492810828905,0.04111013233189012,0.10923215740352421,0.124140245181889,0.021245000224736132,0.2308429467768314,0.08334839551855212
0.07045242945939605,0.014773190294009005,0.046260967335392075,0.16484213415185037,0.17015788959959227,0.07935231328896103,0.04294219164183208,0.08411158796729042
0.02619182439132251,0.04533464855219507,0.03891351287427458,0.05569173656054069,0.10492954500732242,0.05555805732091443,0.07462118472470705,0.05732007277589668
0.16246046611101214,0.017444883958325733,0.10854723782503833,0.2554559686857057,0.26561161128607,0.1722157755318483,0.040497974190939375,0.14603341679841994
0.1263168622506437,0.0003779240801661837,0.10269692347701749,0.13930412731481054,0.1270503336744674,0.17072677878258707,0.034800736380669,0.1001819551371945
0.13797016129217335,0.03293769301177089,0.0657291951394115,0.1952695228335646,0.2393566914971896,0.1565366930458635,0.048056529151372325,0.12512235513876369
0.0413758399094437,0.018161192736965343,0.09245144601589105,0.00017350371829030872,0.019540736866898226,0.1781356074126802,0.06776718422934713,0.059657930127073704
0.005931658082083909,0.01839649123907363,0.14375673706212896,0.20304509085409816,0.20625184414566575,0.18483759615243675,0.08852389298540096,0.12153475864584116
0.013812577819562695,0.05973278548148735,0.18984487486011478,0.1246659784277169,0.05979964640385677,0.18789913864697727,0.11047450173362339,0.10660421476761987
0.10000068837457905,0.04957902997102589,0.18555623924984987,0.14089437482630593,0.08282105373122296,0.10922576047054915,0.13384558319368497,0.11456038997388826
0.016869285314216012,0.03668713021916912,0.1460303016659501,0.07001486668841926,0.11428461235937655,0.043690385594885646,0.15259394855165379,0.08288150434195293
0.19780888867921906,0.041691445723331576,0.1368060450858073,0.00881217103020384,0.09621933845094657,0.023305859458607053,0.15150794590939287,0.09373595633392975
0.16075991243127483,0.054187254195401775,0.1774019893358021,0.006484533918630132,0.03216471914021821,0.01087813551531698,0.13650283367203284,0.0826256254583824
0.15803392881824113,0.06090238435011362,0.19842694343272593,0.04505448388439212,0.030082337754116794,0.024045137505662957,0.1802963209559308,0.09954879095731191
0.11415719301908965,0.0638361951073223,0.23184348599818808,0.048836266342865794,0.021430533944299356,0.018682083158937202,0.18391433817323216,0.09752858510627636
0.17236093866799818,0.0656173844609286,0.21898027357061933,0.008884247509844794,0.08494457312124014,0.022127678439950473,0.1987578972668163,0.11023899900534254
0.2438524232451052,0.07835335640166065,0.21345373799152054,0.06761068940909368,0.05468426068018909,0.07365228106484151,0.2185478645118767,0.1357363733291839
0.25651771762124903,0.07495214260782354,0.16366284701109238,0.05755293377469268,0.13853704924624552,0.06272270833320716,0.23505358169488366,0.141285568612742
0.3031518427963477,0.10322689980400578,0.16036892023033822,0.0004513938226632716,0.0713128651289633,0.04727320293733378,0.24296160223052624,0.13267810385002546
0.14116790938317342,0.08139644369022536,0.11552705651900888,0.23408641497483237,0.22473933650558403,0.10273583000604114,0.24154640137617334,0.16302848463643407
0.0947600460634592,0.17750283035978331,0.10941633313788897,0.3713220810088278,0.45395330372907766,0.09598229453820721,0.1608960759707985,0.20911899497257752
0.02479476295953535,0.15393104924824944,0.10845603205663785,0.43738393582611157,0.44545515633871113,0.1834061081119072,0.0438252691648053,0.1996074733865654
0.07623956850414462,0.20036798580699614,0.17298478293704644,0.2037647794675099,0.21778130154601058,0.194373324380498,0.05148281789349819,0.15957065150510055
0.10354802787108117,0.15748335136161,0.11227551292009828,0.11849216336843359,0.15742611869204892,0.09410747369830222,0.08342312797049392,0.11810796798315258
