avg_current_error_ride_distance,avg_speed_max_speed,avg_speed_kmh,avg_diff_duration_min,avg_expected_ride_time_min,avg_expected_meeting_time_min,avg_expected_total_time_min,avg_ride_time_min,avg_meeting_time_min,avg_total_time_min,avg_ride_length_km,avg_meeting_length_km,avg_total_length_km,avg_distance_per_timestamp_km,avg_remaining_distance_covered,mean_error
0.016847699264618057,0.30886179767666916,0.2914554791599437,0.004396335571031119,0.2283641769017971,0.18852875889560347,0.021030903618636708,0.10297316444391719,0.23077611631061581,0.04221157676209215,0.46262614752830394,0.3111226683811743,0.14190091888016623,0.014916393539302896,0.1261103146224708,0.16614149677042284
0.07174661179092227,0.0852805418260876,0.10670219771338399,0.0030170060307512566,0.28661580951775506,0.18739625394523182,0.030037424547770284,0.17349036192328765,0.22057787811171733,0.003625697430397626,0.3930657349489031,0.3387950093222036,0.07949266456681053,0.032979991695320635,0.06893706003580595,0.13878401622708994
0.007192079960814541,0.0393993523241813,0.07732520170571111,0.0027421599479124487,0.2840379429713185,0.11449704641170308,0.08017149021800192,0.18087612694817573,0.11726650992286385,0.04903870917040098,0.3196811397341872,0.2594665952331207,0.11294990010890751,0.11266257232277066,0.149121664535323,0.12709523276769283
0.01982594508790393,0.0256272513250702,0.0814196325979627,0.023975912748931058,0.2801927314855491,0.08183198898957685,0.09848617925266227,0.1707139674867147,0.0882970837409345,0.023930340386478323,0.3001269414215678,0.215934543027588,0.14568145909832134,0.10992434030059432,0.20645877955012268,0.12482847309999852
0.08015831792356758,0.011970903983984106,0.0655124372127072,0.014798432687016933,0.18883933190284516,0.03512805985212909,0.07459620336388087,0.14635219575898717,0.06731943550663973,0.014599880420223034,0.2468234957031491,0.17279261433335466,0.1466810268641694,0.13577122423587645,0.14585554861166966,0.10314660722401334
0.13843143635609004,0.005912484123141147,0.02474649039084127,0.02390754494407895,0.18642720596406095,0.0030011881377425705,0.09704111261075002,0.14616617908768315,0.06083489659199145,0.023627608168614294,0.265031404149327,0.1448542463232137,0.19156280885611024,0.10725347018954685,0.1466525405795959,0.10436337443151919
0.16642523539340864,0.02189328155880683,0.038115268170654804,0.06011789897594097,0.23681856700707934,0.016347103063664294,0.14219152345057198,0.14335467275509042,0.06976409566541543,0.024132639676824778,0.28646123069277923,0.15876709229238756,0.19282934358997889,0.09943704312207537,0.08038873912314998,0.11580291563585524
0.19115965415607503,0.01120505746054588,0.10447514090408057,0.06545319865064063,0.19616506757786054,0.02086557232156341,0.11291312616228494,0.10537769511359214,0.08253756727518072,0.046646703814007526,0.26316738236901394,0.15598133914968082,0.1708328120277726,0.0969864541216853,0.07763869200705927,0.11342703087406956
0.20990460248177967,0.009269820340125957,0.15130193760012833,0.058845383286705556,0.17356319368220022,0.023433686813006362,0.09698604966371824,0.0833212580160234,0.0773358531703309,0.044593412101480746,0.22539660701528727,0.15798713083146218,0.13052706499441524,0.14800378248689336,0.1166065301843316,0.1138050875111926
0.18650616006667808,0.02861424086648515,0.1925924766262598,0.049969094280978524,0.12105961673870262,0.017178272741506958,0.0568959914352577,0.04416614183221959,0.07088075013940233,0.06706970382034601,0.1843198719840813,0.15748875244108895,0.09059539768740475,0.14594198721667367,0.0949031658720183,0.10054544158327358
0.19124717145502948,0.05346230667412535,0.23766680181641278,0.04142534169524153,0.10480486277635406,0.004590232592336327,0.03757011213672858,0.02876454655289931,0.0675383174438661,0.07620144883539075,0.17312337245779974,0.1604773677033723,0.07386261528966147,0.1592992919523182,0.11370075942220571,0.10158230325358278
0.15597883587862316,0.05632639957325875,0.24162437644708262,0.0450678950743356,0.0959919221440755,0.004787494442260376,0.0362808956473052,0.014368164991883762,0.05822715980725595,0.08295513316053725,0.15907033531576364,0.15532924190589253,0.06450443275191313,0.11974036598434357,0.10281026403539618,0.09287086114399516
0.11821734149621213,0.05254268527861884,0.2595338657714249,0.043812484091136424,0.08878872237446132,0.0030191312780878245,0.03350794202345395,0.0018441836044862847,0.04026772243582542,0.08528645168964169,0.1238812637628419,0.15227506891128081,0.036033113053503936,0.16522290495334568,0.12891987680621148,0.0888768505020355
0.09953837373631838,0.030710442975945836,0.24789860508394168,0.046584369859115383,0.10961118970517492,0.001553244758475935,0.048443596728035575,0.0006957490306580151,0.030732983635219747,0.07472460378473653,0.1369762928205316,0.1499470891785517,0.04910389075498678,0.15774090758459539,0.10672972936483609,0.08606607126674158
0.11459760125467176,0.030415356680382217,0.22931577778583612,0.052157470972524884,0.1411687240594947,0.0022068330068140325,0.06713069242363146,0.00210132787193206,0.01724164391891572,0.06256661795927511,0.11768107908499893,0.1589235645590183,0.02295290471008968,0.14864438302401026,0.026677729509316572,0.07958544712139412
0.12126110359185156,0.047632323300212706,0.2248889475628659,0.05768388684797211,0.19260363000565203,0.004003680185535358,0.10008457386308754,0.018207280787574182,0.017237429386038575,0.03741087903939015,0.15114119141180715,0.16655077036312502,0.04361996538249118,0.18941196454370043,0.021814525692781465,0.09290347679760567
0.14221783683511802,0.04878942327632508,0.22586600405946267,0.058200242453989706,0.20682267110725414,0.002670487021931084,0.11599483302676854,0.017769146049179115,0.0022448019411600542,0.022304501954621782,0.15445873963942777,0.1602448542034492,0.05301143414794673,0.2111679209576395,0.029625868841500695,0.09675925103438493
0.1765491596685551,0.051270610851149236,0.22644965822343316,0.0532546578579618,0.19708333323379762,0.0016564400163938057,0.10834612569544563,0.0076626525140039425,0.0026262554062740574,0.022883386318436692,0.12371916170778371,0.15966375095957713,0.02683725918670094,0.1624396544446964,0.050716589379941,0.09141057969761
0.2292738885495753,0.07934509531501208,0.23034993501119835,0.07617001094185552,0.3211514655252256,0.017389305807340317,0.17228237554215145,0.0519134638647488,0.018602386375812317,0.010848588320003832,0.21792108235865013,0.17832227442161913,0.08760957035254223,0.1296405789965514,0.05757510212792854,0.12522634156734766
0.21351425683004652,0.11036546388826893,0.2575687617050709,0.07475285177095782,0.29823486181523695,0.021739356260415253,0.15271736724393467,0.03255853843788582,0.021903312854810945,0.0049319720284652525,0.1990258109284426,0.18484423905092878,0.06367898386129274,0.14754710715404873,0.08550839542056325,0.12459275195002464
0.11652672811120207,0.00015537442982862553,0.24502912525024045,0.11809502450472746,0.020249237505582565,0.14966611927586146,0.17295625872572157,0.1069957330788677,0.10353540696351606,0.07426553039640153,0.07362180405103363,0.01618183378858611,0.0750950970203472,0.11739400282826187,0.06447185794307231,0.09694927559155005
0.013435050911446974,0.07151775936826885,0.19529438644235825,0.20484908324954465,0.09305864372730605,0.051767647283446815,0.14261133367398304,0.08680522591601626,0.008185883952419122,0.10670203757927732,0.1234282786695427,0.09060046372361087,0.010919666962645446,0.16741918621424742,0.1438628475548066,0.10069716634859469
0.020498201911724537,0.0522797432418694,0.1988345416424934,0.18426719084558646,0.011086470260286497,0.048664911191611954,0.06363093682257241,0.12306685597819898,0.028258719557168997,0.11673292410480503,0.013857337526678015,0.08744507994965596,0.06011096068769795,0.12136961731569032,0.1327299225605399,0.084188894239772
0.04166361564645027,0.05656823797714749,0.18429698039124084,0.14503617633886431,0.0647986094018359,0.04805691978194457,0.07305434335039782,0.08312013667623364,0.04001629991752983,0.06827126202371997,0.045783639717727656,0.09422836922024763,0.029480810514337177,0.13205775486927404,0.17908702113792807,0.08570134513099197
0.06666396674501772,0.050280412692349,0.1650088474912842,0.13341498404802754,0.13225339070764386,0.06772630798164868,0.11979787824816879,0.05734906147490716,0.07217585247508355,0.024892304460251726,0.06375659574304739,0.07054978481262286,0.015032434676985729,0.10059553915502462,0.03465222427720157,0.07827663899928429
0.10157308883864588,0.04697857910947566,0.17312189058372968,0.08631220842130846,0.1556445787873488,0.0665161017574428,0.12431372363495899,0.009858759858995682,0.06865375513680476,0.013660733311929808,0.11389667743207645,0.07081912911217626,0.05638190472021691,0.08430527833763721,0.002241652007108077,0.07828520406999037
0.10214546220896727,0.03200346294196497,0.17955746540950696,0.06745385643304976,0.15009679473805662,0.07536918744461382,0.12515221260870354,0.007787960834741995,0.08620698662561813,0.02021935393585103,0.120588583648428,0.05065608383727721,0.07882979266645014,0.11926494244240501,0.03283615532607926,0.08321122007344757
0.10107583649316473,0.004031576458009634,0.18203362112930746,0.0692369846540847,0.19263575812409908,0.0779709619351337,0.1563169297615731,0.011059419499379145,0.09047683670528303,0.033284090841641564,0.16405388518448935,0.046085066175572606,0.11507517806946187,0.10438799040465317,0.08294623940086629,0.0953780249891146
0.11532362341397796,0.06017357856756138,0.19947519069333605,0.07390710085003468,0.1949846430737438,0.0711858744308602,0.15535424704146228,0.006395927552264206,0.08260245405230164,0.017149691474188784,0.15604133576711576,0.04780549354450518,0.0997990914691066,0.058675026390608905,0.08569264167813646,0.09497106133328027
0.06433138417045912,0.12453072876936372,0.2703021317229542,0.0937466785925253,0.2522983369417592,0.0627729199521362,0.19235654091839277,0.03896399177366056,0.051139341887433104,0.023154543119139722,0.204304504523573,0.06521853082887519,0.1156125608833518,0.06907162669773319,0.11039589781073794,0.115879981239473
0.09856683909254338,0.06464633059601207,0.0719658873003883,0.09448767988659573,0.26074911211718477,0.050256129947284955,0.19175614175670117,0.05062511808869967,0.03438512328206212,0.018445089219058554,0.22782259561763318,0.07857682300921484,0.11163087046800463,0.09806939004722216,0.0403460686520658,0.09948861327204477
0.08354057097500905,0.019430332957564436,0.01980860621677288,0.12254842622926668,0.3011693095876997,0.04966374454252046,0.21556763918254035,0.06643872443576718,0.00769709926977435,0.006497121338148864,0.2537268358506234,0.09658075477216746,0.10245994936759796,0.06965841052618461,0.043041232862449964,0.09718858387427248
0.0677439025956573,0.010810543013812067,0.004854741290914772,0.09898824632993085,0.3502741702037583,0.01029986608260954,0.20618686275777606,0.10002839207346788,0.019022731700541584,0.02105955195053543,0.27147560885639876,0.1263894980194085,0.07930591777910435,0.13790235041088375,0.05202378709935503,0.10375774467761029
