avg_current_error_ride_distance,avg_speed_max_speed,avg_speed_kmh,avg_diff_duration_min,avg_expected_ride_time_min,avg_expected_meeting_time_min,avg_expected_total_time_min,avg_ride_time_min,avg_meeting_time_min,avg_total_time_min,avg_ride_length_km,avg_meeting_length_km,avg_total_length_km,avg_distance_per_timestamp_km,avg_remaining_distance_covered,mean_error
0.031926728860461585,0.0957142906101004,0.05183888724797622,0.21879329613645648,0.4714761172684041,0.10995419488685244,0.22300400284753144,0.34249219691588373,0.035531099501220666,0.3298191359345621,0.22446826576061915,0.13584259950313565,0.04697624070529285,0.09779747190499505,0.1742463963967235,0.17265872829868104
0.032510730333787555,0.012606937021639158,0.06821375719735338,0.16333777516296083,0.5020699019779534,0.07266221632730427,0.2632488692321487,0.31117199210281565,0.00936111524937141,0.3397938968534205,0.247731244598824,0.09184660115071025,0.10518578985996414,0.11734416241474603,0.03285298897624855,0.15799586523061657
0.04051194731777605,0.06231076469307158,0.09132648959474092,0.11294089646220075,0.4595261854791276,0.0341390635410932,0.27072079648727154,0.24909680230249895,0.024345403394160248,0.29358773409931577,0.18180010747793365,0.048616837407156784,0.09410132060910803,0.09589162916418141,0.044660114614807574,0.14023840617629627
0.04153492780438138,0.05350609456964624,0.052074536236769185,0.06293671187473653,0.47222940073146424,0.002497044309763125,0.32015025953780085,0.24364908824690917,0.06161527158942986,0.24716831108593681,0.2319141645296926,0.0030278295470656017,0.2014952224450212,0.0922154345908854,0.06836904513309042,0.14362555614883948
0.11395848919332995,0.049358436221518746,0.05581474621423042,0.018072328959912027,0.4172085141165897,0.030521543496747384,0.3232998783686338,0.24121562755939088,0.12712103818495402,0.1669324346937726,0.18716831770581202,0.012542219855975669,0.19554610563078986,0.052079430019231744,0.07436301397994335,0.13768014161338885
0.1322654754366861,0.00631863720258911,0.04380947516794271,0.0034793241643177784,0.38237951954444577,0.04895663760786626,0.3220443475809752,0.27252542673923924,0.18179593471632877,0.12734502020771055,0.21912983822990736,0.012774500258485243,0.24238955469306156,0.06086775008993718,0.022848334142352534,0.13859531838545636
0.11408154011933981,0.07775907149628083,0.05664364009686173,0.014383838896061452,0.32715068555550464,0.0739066383863641,0.3076907394204689,0.27392997672854763,0.21009306945917394,0.093991913569102,0.18910068460961676,0.023532610054057934,0.2344900581414769,0.05576443119457271,0.058560195934919644,0.1407386062441566
0.041342399399246194,0.14534971978362554,0.07831370588190972,0.01962163503750669,0.2866479698898673,0.07548553673371972,0.2785006183905266,0.27120943530536656,0.23677824793688443,0.07064409158618433,0.1775039449806967,0.021102019553691835,0.21506136207004484,0.062321543426308974,0.11421943794626603,0.13960677786145634
0.0024240622052836853,0.1338079439204774,0.0820163428475197,0.015233614092085701,0.2744745564703285,0.07267086689418135,0.2681551544626153,0.2842060430816771,0.25063312195929394,0.06605658115617388,0.18042759819281154,0.024523135389329126,0.2060785525707811,0.06278331274076744,0.12094324759480954,0.13629560890520903
0.024827633155243948,0.07278783940061916,0.10344460690730993,0.013684849724485736,0.2286871991142313,0.06580212800891887,0.2358458476882803,0.2878378045934914,0.24912747650605632,0.055647141574189186,0.13222771967025207,0.04587047460571072,0.16902913061310817,0.057964793015898776,0.12446590186521021,0.12448336976286709
0.0844508551652109,0.050373264397238764,0.13675144654754118,0.03471659208490382,0.16787931577870085,0.07710007546779958,0.2122255819837156,0.2811575207847066,0.2425204385941547,0.03992474562196503,0.0386190848527346,0.06113058377158827,0.08574494483048811,0.030840151011941912,0.12722748723362884,0.11137747254175458
