rides_in_progress,rides_completed,avg_surge_multiplier,avg_expected_price,avg_real_price,avg_diff_price,mean_error
0.1259975193864126,0.1264649795724469,0.382178173118844,0.3351835612768307,0.37309525351219275,0.09954295984940738,0.2404104077860224
0.2686883632101785,0.2916617924083698,0.4049821551366223,0.26044379924535577,0.33326063764246117,0.12775436077163455,0.281131851402437
0.29434650307583315,0.02650355504111078,0.35946433360397206,0.3096025214985063,0.3960932774627365,0.14994336167512357,0.25599225872621373
0.23253268414904318,0.23527965421090952,0.36797477507551457,0.26328702353756817,0.3781148217996635,0.13280979150703717,0.2683331250466227
0.2272708415928012,0.08789283923959451,0.39154725388889494,0.228871080959648,0.33703922676352677,0.13563970208122553,0.23471015742094847
0.19316495194864858,0.013246842246974647,0.41030752586231745,0.09256621263377908,0.20464044737672532,0.09328415598068074,0.1678683560081876
0.1489390283897686,0.008542548730582241,0.41708447797365833,0.00920133069275347,0.09237953813184159,0.06276942467521633,0.12315272476563675
0.11825408686760402,0.11048891197342174,0.41479854684951706,0.17874826745549743,0.09020680872105413,0.02765416759730739,0.15669179824406698
0.08092766227609996,0.2123056163271908,0.40815909394855326,0.19590295529782797,0.11633398454149424,0.012082661388507587,0.17095199562994565
0.07656171628323563,0.005044354715788593,0.4000141123075463,0.2004240192078637,0.1124700656942056,0.01332516793375591,0.13463990602373263
0.06818301405946423,0.09552315754904932,0.39208826840194283,0.19400555135814865,0.1072629282463061,0.015922615581199104,0.1454975891993517
0.10251227226708468,0.01630353771446062,0.38548501068192836,0.16621079838878575,0.10400319037291804,0.02015590359920674,0.13244511883739737
0.11642636670731417,0.021455846163498885,0.3805694801100917,0.1285046848127136,0.06777426080721724,0.03448153809041268,0.12486869611520805
0.12015239337794573,0.08051000638594064,0.37705285924242027,0.10613396124495149,0.046460725674855985,0.048569907289579356,0.12981330886928222
0.14863263491941608,0.028650803192692486,0.3743327452478551,0.14904666795922542,0.08738368013532677,0.05149848891739985,0.13992417006198593
0.127506454001104,0.07578400857898362,0.3718183219964223,0.1730185763539129,0.12281943251536681,0.07187142539978245,0.15713636980759535
0.11679041773411007,0.03091651051649488,0.369114099864655,0.12080708301584077,0.06923678926245666,0.083906886787238,0.1317952978634659
0.12807603045637256,0.030420846254070502,0.3660591936008192,0.12796444344508048,0.05563693589067934,0.06372447672113721,0.12864698772802655
0.17324000487882507,0.24143082349592926,0.36268156015830705,0.08747714175978774,0.01588250074047648,0.07360037077650484,0.15905206696830507
0.20348540702708753,0.027184375487228397,0.3591303385921571,0.018098444038375554,0.08331823453526206,0.09674109333840844,0.13132631550308652
0.03283391783605122,0.20961967256568434,0.23151017737243415,0.2709982643333867,0.21862980944289953,0.226359425735906,0.19832521121439364
0.0002468855455073729,0.0947849437841539,0.29585415038345636,0.2245286544161385,0.26362527657242435,0.1971336252364207,0.1793622559896835
0.022369545098940506,0.01275383459342405,0.2831509394921996,0.1710774837816826,0.26952729397842695,0.16518236948038942,0.15401024440417718
0.01240021788477399,0.0105815905887784,0.30435013503745445,0.14083013857675633,0.2839499865248352,0.11770549449120314,0.1449695938506336
0.02589855139164629,0.007365114835896658,0.32147614882758757,0.12539703241312636,0.2531947584441549,0.12500152412158239,0.14305552167233235
0.06320868925568356,0.21597535971687945,0.3293445375264411,0.1446861489816188,0.26871523054700547,0.11039084960383481,0.1887201359385772
0.059500764456515975,0.0003851164597563055,0.33101799387581227,0.13083973274757546,0.22933078377587354,0.11487482960836067,0.14432487015398238
0.07589050756278813,0.10162199460547218,0.3294579066140226,0.10481609351688513,0.17383860865034106,0.12564270103876,0.1518779686647115
0.06543223808132136,0.11483681714552318,0.3266313596088053,0.04675326030635829,0.02881997003730058,0.08519586581218597,0.11127825183191577
0.04270068224486705,0.11896995365822435,0.3227581549519058,0.05127054161716865,0.0013305395619769324,0.11181723481221115,0.10814118447439232
0.06121238439864765,0.08910982379283491,0.314095996621244,0.05225017038910318,0.020356330580799303,0.14144675273217894,0.11307857641913466
0.05514334911464539,0.23348733864499224,0.2969270907355464,0.12093580532009919,0.08135781453924262,0.1339040089605025,0.15362590121917138
