idle_drivers,on_road_drivers,pickup_drivers,responding_drivers,pending_customers,avg_rejections_before_accepted,moving_drivers,mean_error
0.3259029582038272,0.09968505640405283,0.09273547072674924,0.008592590367366508,0.07025311982583457,0.01692918505789031,0.012794786406145444,0.08955616671312372
0.05222946865107407,0.039839001414743294,0.19563965865280983,0.1172364246905602,0.16888890934374243,0.08019963449705846,0.26729818807219885,0.13161875504602674
0.043819712067353626,0.008308974332482622,0.15021670504620593,0.18108669191799728,0.18248751837832147,0.0377502122191548,0.265052962544575,0.12410325378658438
0.05426175858081545,0.0012913823250771774,0.14536835163465253,0.21041178462294394,0.22225451745433747,0.047249698775998925,0.2824791460447443,0.13761666277693854
0.012293234512556378,0.0002719844677449498,0.15075643037548958,0.153348842587614,0.06343095945477666,0.03570416809001296,0.2889583760490664,0.10068057079103727
0.13135997379899922,0.0009392545799091397,0.14463393880491068,0.000662944359136886,0.012722980106011273,0.10064426493770806,0.28066574422163226,0.09594701440118679
0.09107612471529981,0.022195210154226448,0.11614111758581432,0.018363648745386985,0.0024118075839372386,0.08445257117973623,0.2523341963231273,0.08385352518393262
0.1726553397739225,0.03998852235634374,0.07296529626810633,0.14558550546053628,0.13365556543958024,0.051597332961881306,0.21332994867050378,0.11853964441869631
0.17063950137395764,0.02990908194094075,0.02897887272194669,0.04282992677234732,0.01705869737814018,0.03504026905313444,0.17949036406932573,0.07199238761568469
0.1548089390054072,0.03376356826811223,0.03020614053208303,0.13789639913953258,0.020150925496363804,0.03265408361524288,0.1572995929245753,0.0809685212830453
0.10619036534134177,0.006601047954428989,0.025972660451121288,0.09607889902791832,0.02162436627296529,0.04438568558544248,0.14379157106120413,0.06352065652777461
0.01720465312150157,0.016696203721816048,0.05434240746476487,0.18122426287666482,0.21846885679769984,0.04511930872880732,0.13399669415457025,0.09529319812368924
0.07941024924624739,0.02810904557685635,0.03879468706318204,0.025307222020103465,0.018726473655930522,0.06097264445468094,0.12476906911378703,0.053727055875826824
0.15733820895615766,0.06304253157657051,0.05188061491850137,0.14695515955667293,0.17163065761080828,0.07949994410764481,0.11512953627455526,0.11221095042870155
0.1702548791335395,0.0979588157454937,0.005288971142242916,0.17290443230220529,0.19962384748030376,0.11575246321494467,0.10537425687527065,0.1238796665562858
0.2011813932032202,0.08652717128809317,0.031399953930869424,0.24491040093933253,0.22745919276543528,0.12837156626635052,0.1486358723150106,0.15264079295833022
0.22676984267981382,0.1442599024614958,0.002047084459737817,0.12487232658050773,0.1484075522056829,0.14066344230500522,0.14073452946551657,0.13253638287968
0.24821366960986602,0.20186159634522297,0.03625034106896686,0.05292310362297325,0.07060940277933814,0.14674699990092546,0.13446816535140194,0.12729618266838494
0.26677602896512054,0.22466710905290044,0.027125941701256928,0.017864449759800366,0.005353184874758949,0.140062029271195,0.12994268573196252,0.1159702041938564
0.25943260993177364,0.2935119824533378,0.12171122495093897,0.008944812125424579,0.028484435974583684,0.13720132541719493,0.12703332331344713,0.13947424488095725
0.18686367840994955,0.0843000215673435,0.12074781632462259,0.18590151493462717,0.20797727261600962,0.06645323580986087,0.260098156909627,0.1589059566531486
0.11705402553874945,0.0949059941354475,0.21424212037487858,0.2386367862794971,0.23530669489777933,0.03241336641025912,0.06945655603781532,0.1431450776677752
0.045284747023918534,0.093547186913974,0.19978869832709645,0.17181418993372466,0.22822038139194536,0.024679785510288776,0.11743198215278915,0.12582385303624813
0.024481167922080452,0.05262869728811237,0.11424582266016803,0.06303067852212375,0.02836211760939767,0.054130305764306726,0.14197985935639224,0.06840837844608302
0.04818970731395729,0.020790074561191262,0.07678987196341315,0.07906203103103335,0.03953654107726989,0.11348420261516187,0.14305941861739196,0.0744159781684884
0.03539620456381784,0.010289129425093257,0.06488338385135557,0.19975949923532663,0.1689045692604688,0.14452914182046925,0.13835539875771807,0.10887390384489279
0.03563422430566748,0.03369074584853465,0.014675714694620584,0.18258252724837423,0.19735284569525816,0.13601875720545387,0.12403832249863715,0.10342759107093515
0.001782963724188621,0.052162504641266705,0.010269787987762208,0.21662008636519464,0.17647874542187422,0.1649208852516405,0.10097628903971688,0.10331589463309197
0.07029071204539192,0.06657000969378882,0.007981596498628353,0.29946070658389773,0.26532720210539773,0.16130000519242263,0.07367205043700574,0.13494318322236185
0.000687830232334094,0.06645141254585449,0.024484910004495604,0.14284205137935863,0.0871803043779868,0.184945048102787,0.04637999568270828,0.07899593604650355
0.18255191345088323,0.0873763377590755,0.002930984532719689,0.4158526591286844,0.34227324586620816,0.19643698901720238,0.01875171357311281,0.1780248347611266
0.09698053351016209,0.10381631634343237,0.017397775201110265,0.10869903218767461,0.05875324217923568,0.10894139068292097,0.01829457245653214,0.07326898036586686
0.1570323511526554,0.1293575915001008,0.02828429543914629,0.013758907549103883,0.015105112627715349,0.03083989148790444,0.06297602486108735,0.062479167802530496
0.1887776487527818,0.12270113665171928,0.013164816038329146,0.010177187694299481,0.03587820423061453,0.028634521886623493,0.1003923890386647,0.07138941489900465
0.23225192589011856,0.13138607790742407,0.025276941880317413,0.07984320400467276,0.04463956755200493,0.03682036980376463,0.12244773202229958,0.09609511700865744
0.19487645681280533,0.14896368435327986,0.045674193782901766,0.004822671715222638,0.04904856457791475,0.05944758915532909,0.11924689446082143,0.08886857926546783
