mae_95,mae_97,mae_99,mae_999,rmse_95,rmse_97,rmse_99,rmse_999,mape_95,mape_97,mape_99,mape_999
0.2321646718012136,0.24357511295595385,0.26714679125227403,0.30725394144648055,0.2321646718012136,0.24357511295595385,0.26714679125227403,0.30725394144648055,0.12868545314979055,0.135542317977076,0.1488417646250934,0.17304703063692936
