mae_95,mae_97,mae_99,mae_999,mse_95,mse_97,mse_99,mse_999,mape_95,mape_97,mape_99,mape_999
0.1489003157001906,0.15990849518447867,0.1825284530545334,0.2348901975084938,0.1489003157001906,0.044068272229659616,0.057090306767357164,0.09901388916722428,0.14232320616529137,0.14871331473879656,0.1609946083099038,0.1825934633632254
